 #Found        12800  entries for step          375
 #Scalings   14960000000000.0        5022548.03211680       1.989851877638756E+033  5.943276953648930E-007  9.303566686656046E-006   5272795.86717836        1.00000000000000        2978567.83137522     
 #time   0.400000000000000     
 #nrntry, nentryxy, nx ny nz, nx ny,        12800        1600       12800        1600
 #maxden    1.00000000000000       at  -3.500000000000000E-002 -0.995000000000000      -3.500000000000000E-002
 #Using offset ->  F
 2.50000000E-002 -9.65000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 3.50000000E-002 -9.65000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-3.50000000E-002 -9.55000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-2.50000000E-002 -9.55000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-1.50000000E-002 -9.55000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-5.00000000E-003 -9.55000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 5.00000000E-003 -9.55000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 1.50000000E-002 -9.55000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 2.50000000E-002 -9.55000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 3.50000000E-002 -9.55000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-3.50000000E-002 -9.45000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-2.50000000E-002 -9.45000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-1.50000000E-002 -9.45000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-5.00000000E-003 -9.45000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 5.00000000E-003 -9.45000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 1.50000000E-002 -9.45000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 2.50000000E-002 -9.45000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 3.50000000E-002 -9.45000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-3.50000000E-002 -9.35000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-2.50000000E-002 -9.35000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-1.50000000E-002 -9.35000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-5.00000000E-003 -9.35000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 5.00000000E-003 -9.35000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 1.50000000E-002 -9.35000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 2.50000000E-002 -9.35000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 3.50000000E-002 -9.35000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-3.50000000E-002 -9.25000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-2.50000000E-002 -9.25000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-1.50000000E-002 -9.25000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-5.00000000E-003 -9.25000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 5.00000000E-003 -9.25000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 1.50000000E-002 -9.25000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 2.50000000E-002 -9.25000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 3.50000000E-002 -9.25000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-3.50000000E-002 -9.15000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-2.50000000E-002 -9.15000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-1.50000000E-002 -9.15000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-5.00000000E-003 -9.15000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 5.00000000E-003 -9.15000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 1.50000000E-002 -9.15000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 2.50000000E-002 -9.15000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 3.50000000E-002 -9.15000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-3.50000000E-002 -9.05000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-2.50000000E-002 -9.05000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-1.50000000E-002 -9.05000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-5.00000000E-003 -9.05000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 5.00000000E-003 -9.05000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 1.50000000E-002 -9.05000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 2.50000000E-002 -9.05000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 3.50000000E-002 -9.05000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-3.50000000E-002 -8.95000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-2.50000000E-002 -8.95000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-1.50000000E-002 -8.95000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-5.00000000E-003 -8.95000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 5.00000000E-003 -8.95000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 1.50000000E-002 -8.95000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 2.50000000E-002 -8.95000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 3.50000000E-002 -8.95000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-3.50000000E-002 -8.85000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-2.50000000E-002 -8.85000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-1.50000000E-002 -8.85000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-5.00000000E-003 -8.85000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 5.00000000E-003 -8.85000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 1.50000000E-002 -8.85000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 2.50000000E-002 -8.85000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 3.50000000E-002 -8.85000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-3.50000000E-002 -8.75000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-2.50000000E-002 -8.75000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-1.50000000E-002 -8.75000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-5.00000000E-003 -8.75000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 5.00000000E-003 -8.75000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 1.50000000E-002 -8.75000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 2.50000000E-002 -8.75000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 3.50000000E-002 -8.75000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-3.50000000E-002 -8.65000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-2.50000000E-002 -8.65000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-1.50000000E-002 -8.65000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-5.00000000E-003 -8.65000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 5.00000000E-003 -8.65000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 1.50000000E-002 -8.65000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 2.50000000E-002 -8.65000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
 3.50000000E-002 -8.65000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  0.00000000E+000  1
-3.50000000E-002 -8.55000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  1.05090779E-016  0.00000000E+000  0.00000000E+000  1
-2.50000000E-002 -8.55000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  1.05090779E-016  0.00000000E+000  0.00000000E+000  1
-1.50000000E-002 -8.55000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  1.05090779E-016  0.00000000E+000  0.00000000E+000  1
-5.00000000E-003 -8.55000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  1.05090779E-016  0.00000000E+000  0.00000000E+000  1
 5.00000000E-003 -8.55000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  1.05090779E-016  0.00000000E+000  0.00000000E+000  1
 1.50000000E-002 -8.55000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  1.05090779E-016  0.00000000E+000  0.00000000E+000  1
 2.50000000E-002 -8.55000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  1.05090779E-016  0.00000000E+000  0.00000000E+000  1
 3.50000000E-002 -8.55000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  1.05090779E-016  0.00000000E+000  0.00000000E+000  1
-3.50000000E-002 -8.45000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  6.49359388E-016  0.00000000E+000  0.00000000E+000 -3
-2.50000000E-002 -8.45000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  6.49359388E-016  0.00000000E+000  0.00000000E+000 -3
-1.50000000E-002 -8.45000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  6.49359388E-016  0.00000000E+000  0.00000000E+000 -3
-5.00000000E-003 -8.45000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  6.49359388E-016  0.00000000E+000  0.00000000E+000 -3
 5.00000000E-003 -8.45000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  6.49359388E-016  0.00000000E+000  0.00000000E+000 -3
 1.50000000E-002 -8.45000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  6.49359388E-016  0.00000000E+000  0.00000000E+000 -3
 2.50000000E-002 -8.45000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  6.49359388E-016  0.00000000E+000  0.00000000E+000 -3
 3.50000000E-002 -8.45000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  6.49359388E-016  0.00000000E+000  0.00000000E+000 -3
-3.50000000E-002 -8.35000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  2.86298187E-015  0.00000000E+000  0.00000000E+000 **
-2.50000000E-002 -8.35000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  2.86298187E-015  0.00000000E+000  0.00000000E+000 **
-1.50000000E-002 -8.35000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  2.86298187E-015  0.00000000E+000  0.00000000E+000 **
-5.00000000E-003 -8.35000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  2.86298187E-015  0.00000000E+000  0.00000000E+000 **
 5.00000000E-003 -8.35000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  2.86298187E-015  0.00000000E+000  0.00000000E+000 **
 1.50000000E-002 -8.35000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  2.86298187E-015  0.00000000E+000  0.00000000E+000 **
 2.50000000E-002 -8.35000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  2.86298187E-015  0.00000000E+000  0.00000000E+000 **
 3.50000000E-002 -8.35000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  2.86298187E-015  0.00000000E+000  0.00000000E+000 **
-3.50000000E-002 -8.25000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  9.84420638E-015  0.00000000E+000  0.00000000E+000 **
-2.50000000E-002 -8.25000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  9.84420638E-015  0.00000000E+000  0.00000000E+000 **
-1.50000000E-002 -8.25000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  9.84420638E-015  0.00000000E+000  0.00000000E+000 **
-5.00000000E-003 -8.25000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  9.84420638E-015  0.00000000E+000  0.00000000E+000 **
 5.00000000E-003 -8.25000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  9.84420638E-015  0.00000000E+000  0.00000000E+000 **
 1.50000000E-002 -8.25000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  9.84420638E-015  0.00000000E+000  0.00000000E+000 **
 2.50000000E-002 -8.25000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  9.84420638E-015  0.00000000E+000  0.00000000E+000 **
 3.50000000E-002 -8.25000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  9.84420638E-015  0.00000000E+000  0.00000000E+000 **
-3.50000000E-002 -8.15000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  3.17841281E-014  0.00000000E+000  0.00000000E+000 **
-2.50000000E-002 -8.15000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  3.17841281E-014  0.00000000E+000  0.00000000E+000 **
-1.50000000E-002 -8.15000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  3.17841281E-014  0.00000000E+000  0.00000000E+000 **
-5.00000000E-003 -8.15000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  3.17841281E-014  0.00000000E+000  0.00000000E+000 **
 5.00000000E-003 -8.15000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  3.17841281E-014  0.00000000E+000  0.00000000E+000 **
 1.50000000E-002 -8.15000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  3.17841281E-014  0.00000000E+000  0.00000000E+000 **
 2.50000000E-002 -8.15000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  3.17841281E-014  0.00000000E+000  0.00000000E+000 **
 3.50000000E-002 -8.15000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  3.17841281E-014  0.00000000E+000  0.00000000E+000 **
-3.50000000E-002 -8.05000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  1.02183728E-013  0.00000000E+000  0.00000000E+000 **
-2.50000000E-002 -8.05000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  1.02183728E-013  0.00000000E+000  0.00000000E+000 **
-1.50000000E-002 -8.05000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  1.02183728E-013  0.00000000E+000  0.00000000E+000 **
-5.00000000E-003 -8.05000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  1.02183728E-013  0.00000000E+000  0.00000000E+000 **
 5.00000000E-003 -8.05000000E-001 -3.50000000E-002  1.00000000E+000  1.00000000E+000  0.00000000E+000  1.02183728E-013  0.00000000E+000  0.00000000E+000 **
